
============================================================
Request 1/5
Prompt: Explain the concept of recursion in programming in 3 sentences.
============================================================
Token 1: 'Rec' | Latency: 296.22ms
Token 49: ' for' | Latency: 25.09ms
Token 50: ' elegant' | Latency: 25.12ms
Token 51: ' solutions' | Latency: 25.08ms
Token 52: ' to' | Latency: 25.06ms
Token 53: ' complex' | Latency: 25.00ms
Token 54: ' problems' | Latency: 25.06ms
Token 55: ' but' | Latency: 24.98ms
Token 56: ' requires' | Latency: 25.06ms
Token 57: ' careful' | Latency: 25.33ms
Token 58: ' handling' | Latency: 25.17ms
Token 59: ' of' | Latency: 26.74ms
Token 60: ' the' | Latency: 26.71ms
Token 61: ' base' | Latency: 25.71ms
Token 62: ' cases' | Latency: 25.36ms
Token 63: ' to' | Latency: 24.98ms
Token 64: ' prevent' | Latency: 24.94ms
Token 65: ' infinite' | Latency: 25.00ms
Token 66: ' loops' | Latency: 25.08ms
Token 67: '.' | Latency: 24.99ms
Token 68: ' Rec' | Latency: 25.03ms
Token 69: 'ursion' | Latency: 25.05ms
Token 70: ' is' | Latency: 26.41ms
Token 71: ' commonly' | Latency: 25.08ms
Token 72: ' used' | Latency: 24.82ms
Token 73: ' in' | Latency: 24.99ms
Token 74: ' algorithms' | Latency: 25.63ms
Token 75: ' dealing' | Latency: 25.06ms
Token 76: ' with' | Latency: 25.25ms
Token 77: ' tree' | Latency: 25.21ms
Token 78: ' traversal' | Latency: 25.16ms
Token 79: ',' | Latency: 25.40ms
Token 80: ' sorting' | Latency: 25.50ms
Token 81: ' (' | Latency: 25.36ms
Token 82: 'like' | Latency: 25.39ms
Token 83: ' quick' | Latency: 25.12ms
Token 84: 'sort' | Latency: 25.36ms
Token 85: ' and' | Latency: 25.10ms
Token 86: ' merges' | Latency: 25.31ms
Token 87: 'ort' | Latency: 25.27ms
Token 88: '),' | Latency: 25.24ms
Token 89: ' and' | Latency: 25.18ms
Token 90: ' divide' | Latency: 25.13ms
Token 91: '-and' | Latency: 25.28ms
Token 92: '-con' | Latency: 25.32ms
Token 93: 'quer' | Latency: 25.04ms
Token 94: ' strategies' | Latency: 24.98ms
Token 95: '.' | Latency: 24.96ms

--- Summary ---
Total tokens: 95
TTFT: 296.22ms
TPOT: 29.12ms
ITL Mean: 25.93ms
Throughput: 34.34 tok/s

============================================================
Request 2/5
Prompt: What are the main differences between Python and C++?
============================================================
Token 1: 'Python' | Latency: 280.01ms
Token 2: ' and' | Latency: 28.01ms
Token 3: ' C' | Latency: 24.14ms
Token 4: '++' | Latency: 24.96ms
Token 5: ' are' | Latency: 25.09ms
Token 6: ' both' | Latency: 24.92ms
Token 7: ' powerful' | Latency: 25.06ms
Token 8: ' programming' | Latency: 25.10ms
Token 9: ' languages' | Latency: 25.04ms
Token 10: ' but' | Latency: 25.12ms
Token 11: ' they' | Latency: 25.62ms
Token 12: ' serve' | Latency: 25.07ms
Token 13: ' different' | Latency: 24.96ms
Token 14: ' purposes' | Latency: 25.76ms
Token 15: ' and' | Latency: 24.73ms
Token 16: ' have' | Latency: 25.49ms
Token 17: ' distinct' | Latency: 25.74ms
Token 18: ' characteristics' | Latency: 25.00ms
Token 19: ' that' | Latency: 24.99ms
Token 20: ' make' | Latency: 25.02ms
Token 21: ' them' | Latency: 24.94ms
Token 22: ' suitable' | Latency: 25.42ms
Token 23: ' for' | Latency: 24.68ms
Token 24: ' various' | Latency: 25.10ms
Token 25: ' types' | Latency: 25.02ms
Token 26: ' of' | Latency: 25.11ms
Token 27: ' projects' | Latency: 25.06ms
Token 28: '.' | Latency: 25.14ms
Token 29: ' Here' | Latency: 25.77ms
Token 30: '’s' | Latency: 25.03ms
Token 31: ' a' | Latency: 24.96ms
Token 32: ' breakdown' | Latency: 25.23ms
Token 33: ' of' | Latency: 25.07ms
Token 34: ' some' | Latency: 25.06ms
Token 35: ' key' | Latency: 25.08ms
Token 36: ' differences' | Latency: 25.64ms
Token 37: ':

' | Latency: 28.02ms
Token 38: '###' | Latency: 26.66ms
Token 39: ' ' | Latency: 26.63ms
Token 40: '1' | Latency: 25.53ms
Token 41: '.' | Latency: 27.40ms
Token 42: ' **' | Latency: 24.66ms
Token 43: 'Ease' | Latency: 26.59ms
Token 44: ' of' | Latency: 25.14ms
Token 45: ' Use' | Latency: 25.01ms
Token 46: '**
' | Latency: 25.35ms
Token 47: '  ' | Latency: 24.97ms
Token 48: ' -' | Latency: 25.08ms
Token 49: ' **' | Latency: 26.90ms
Token 50: 'Python' | Latency: 24.47ms
Token 51: '**:' | Latency: 26.90ms
Token 52: ' Known' | Latency: 25.00ms
Token 53: ' for' | Latency: 24.79ms
Token 54: ' its' | Latency: 26.00ms
Token 55: ' simplicity' | Latency: 25.25ms
Token 56: ' and' | Latency: 25.10ms
Token 57: ' readability' | Latency: 25.28ms
Token 58: ',' | Latency: 24.89ms
Token 59: ' Python' | Latency: 24.92ms
Token 60: ' is' | Latency: 25.04ms
Token 61: ' often' | Latency: 24.99ms
Token 62: ' used' | Latency: 25.14ms
Token 63: ' as' | Latency: 25.26ms
Token 64: ' an' | Latency: 25.09ms
Token 65: ' introductory' | Latency: 25.13ms
Token 66: ' language' | Latency: 25.00ms
Token 67: ' in' | Latency: 25.26ms
Token 68: ' programming' | Latency: 24.98ms
Token 69: ' education' | Latency: 25.18ms
Token 70: '.' | Latency: 25.17ms
Token 71: ' It' | Latency: 25.04ms
Token 72: ' requires' | Latency: 25.08ms
Token 73: ' less' | Latency: 27.92ms
Token 74: ' boiler' | Latency: 27.15ms
Token 75: 'plate' | Latency: 25.00ms
Token 76: ' code' | Latency: 25.04ms
Token 77: ' than' | Latency: 27.35ms
Token 78: ' C' | Latency: 24.91ms
Token 79: '++,' | Latency: 24.44ms
Token 80: ' making' | Latency: 27.52ms
Token 81: ' it' | Latency: 24.89ms
Token 82: ' faster' | Latency: 25.12ms
Token 83: ' to' | Latency: 25.00ms
Token 84: ' develop' | Latency: 27.26ms
Token 85: ' applications' | Latency: 26.91ms
Token 86: '.
' | Latency: 25.10ms
Token 87: '  ' | Latency: 24.95ms
Token 88: ' -' | Latency: 27.73ms
Token 89: ' **' | Latency: 24.82ms
Token 90: 'C' | Latency: 24.93ms
Token 91: '++' | Latency: 24.89ms
Token 92: '**:' | Latency: 24.94ms
Token 93: ' More' | Latency: 25.10ms
Token 94: ' complex' | Latency: 25.01ms
Token 95: ' and' | Latency: 24.96ms
Token 96: ' harder' | Latency: 24.90ms
Token 97: ' to' | Latency: 25.03ms
Token 98: ' learn' | Latency: 25.16ms
Token 99: ' due' | Latency: 27.00ms
Token 100: ' to' | Latency: 25.31ms
Token 101: ' its' | Latency: 24.52ms
Token 102: ' low' | Latency: 28.95ms
Token 103: '-level' | Latency: 24.82ms
Token 104: ' nature' | Latency: 25.04ms
Token 105: ' and' | Latency: 25.13ms
Token 106: ' manual' | Latency: 27.21ms
Token 107: ' memory' | Latency: 27.55ms
Token 108: ' management' | Latency: 24.84ms
Token 109: '.' | Latency: 26.34ms
Token 110: ' However' | Latency: 27.78ms
Token 111: ',' | Latency: 24.80ms
Token 112: ' this' | Latency: 24.94ms
Token 113: ' also' | Latency: 27.40ms
Token 114: ' allows' | Latency: 24.92ms
Token 115: ' for' | Latency: 25.03ms
Token 116: ' more' | Latency: 27.58ms
Token 117: ' control' | Latency: 27.41ms
Token 118: ' over' | Latency: 25.01ms
Token 119: ' system' | Latency: 25.05ms
Token 120: ' resources' | Latency: 25.14ms
Token 121: '.

' | Latency: 24.93ms
Token 122: '###' | Latency: 24.91ms
Token 123: ' ' | Latency: 26.50ms
Token 124: '2' | Latency: 26.76ms
Token 125: '.' | Latency: 24.40ms
Token 126: ' **' | Latency: 24.66ms
Token 127: 'Performance' | Latency: 25.29ms
Token 128: '**
' | Latency: 24.75ms
Token 129: '  ' | Latency: 24.70ms
Token 130: ' -' | Latency: 24.84ms
Token 131: ' **' | Latency: 24.87ms
Token 132: 'Python' | Latency: 25.16ms
Token 133: '**:' | Latency: 24.80ms
Token 134: ' Generally' | Latency: 27.84ms
Token 135: ' slower' | Latency: 25.66ms
Token 136: ' because' | Latency: 25.02ms
Token 137: ' of' | Latency: 24.90ms
Token 138: ' its' | Latency: 26.75ms
Token 139: ' interpreted' | Latency: 27.15ms
Token 140: ' nature' | Latency: 24.78ms
Token 141: '.' | Latency: 27.12ms
Token 142: ' Python' | Latency: 26.90ms
Token 143: ' code' | Latency: 24.65ms
Token 144: ' is' | Latency: 24.52ms
Token 145: ' not' | Latency: 24.72ms
Token 146: ' compiled' | Latency: 27.00ms
Token 147: ' into' | Latency: 24.93ms
Token 148: ' machine' | Latency: 27.06ms
Token 149: ' code' | Latency: 27.18ms
Token 150: ' but' | Latency: 24.54ms
Token 151: ' rather' | Latency: 26.63ms
Token 152: ' executed' | Latency: 24.75ms
Token 153: ' by' | Latency: 24.75ms
Token 154: ' the' | Latency: 27.47ms
Token 155: ' interpreter' | Latency: 26.74ms
Token 156: '.
' | Latency: 24.90ms
Token 157: '  ' | Latency: 26.98ms
Token 158: ' -' | Latency: 24.87ms
Token 159: ' **' | Latency: 24.56ms
Token 160: 'C' | Latency: 24.85ms
Token 161: '++' | Latency: 24.66ms
Token 162: '**:' | Latency: 24.86ms
Token 163: ' Faster' | Latency: 24.80ms
Token 164: ' as' | Latency: 25.57ms
Token 165: ' it' | Latency: 24.78ms
Token 166: ' is' | Latency: 24.84ms
Token 167: ' a' | Latency: 24.85ms
Token 168: ' compiled' | Latency: 25.05ms
Token 169: ' language' | Latency: 25.18ms
Token 170: '.' | Latency: 25.25ms
Token 171: ' The' | Latency: 25.14ms
Token 172: ' compilation' | Latency: 25.17ms
Token 173: ' process' | Latency: 25.11ms
Token 174: ' translates' | Latency: 25.77ms
Token 175: ' source' | Latency: 27.95ms
Token 176: ' code' | Latency: 26.46ms
Token 177: ' directly' | Latency: 24.65ms
Token 178: ' to' | Latency: 27.37ms
Token 179: ' machine' | Latency: 24.83ms
Token 180: ' code' | Latency: 24.62ms
Token 181: ',' | Latency: 24.86ms
Token 182: ' which' | Latency: 25.02ms
Token 183: ' can' | Latency: 25.06ms
Token 184: ' run' | Latency: 25.30ms
Token 185: ' more' | Latency: 25.42ms
Token 186: ' efficiently' | Latency: 25.36ms
Token 187: '.

' | Latency: 27.32ms
Token 188: '###' | Latency: 26.60ms
Token 189: ' ' | Latency: 24.65ms
Token 190: '3' | Latency: 24.57ms
Token 191: '.' | Latency: 24.73ms
Token 192: ' **' | Latency: 24.81ms
Token 193: 'Memory' | Latency: 24.95ms
Token 194: ' Management' | Latency: 26.87ms
Token 195: '**
' | Latency: 24.65ms
Token 196: '  ' | Latency: 26.49ms
Token 197: ' -' | Latency: 24.71ms
Token 198: ' **' | Latency: 24.73ms
Token 199: 'Python' | Latency: 24.79ms
Token 200: '**:' | Latency: 24.68ms
Token 201: ' Automatically' | Latency: 24.82ms
Token 202: ' manages' | Latency: 27.56ms
Token 203: ' memory' | Latency: 24.87ms
Token 204: ' through' | Latency: 26.85ms
Token 205: ' garbage' | Latency: 24.52ms
Token 206: ' collection' | Latency: 26.61ms
Token 207: ',' | Latency: 25.14ms
Token 208: ' making' | Latency: 25.23ms
Token 209: ' it' | Latency: 25.21ms
Token 210: ' easier' | Latency: 25.11ms
Token 211: ' for' | Latency: 25.03ms
Token 212: ' developers' | Latency: 26.70ms
Token 213: ' not' | Latency: 26.96ms
Token 214: ' to' | Latency: 24.91ms
Token 215: ' worry' | Latency: 24.74ms
Token 216: ' about' | Latency: 25.00ms
Token 217: ' memory' | Latency: 24.89ms
Token 218: ' leaks' | Latency: 41.45ms
Token 219: ' or' | Latency: 24.55ms
Token 220: ' manual' | Latency: 24.99ms
Token 221: ' deal' | Latency: 25.13ms
Token 222: 'location' | Latency: 27.75ms
Token 223: '.
' | Latency: 24.76ms
Token 224: '  ' | Latency: 24.89ms
Token 225: ' -' | Latency: 25.09ms
Token 226: ' **' | Latency: 24.86ms
Token 227: 'C' | Latency: 24.84ms
Token 228: '++' | Latency: 25.05ms
Token 229: '**:' | Latency: 24.88ms
Token 230: ' Requires' | Latency: 25.53ms
Token 231: ' explicit' | Latency: 24.66ms
Token 232: ' management' | Latency: 25.18ms
Token 233: ' of' | Latency: 24.90ms
Token 234: ' memory' | Latency: 25.10ms
Token 235: ' with' | Latency: 24.88ms
Token 236: ' constructs' | Latency: 25.02ms
Token 237: ' like' | Latency: 25.27ms
Token 238: ' `' | Latency: 25.28ms
Token 239: 'new' | Latency: 25.10ms
Token 240: '`' | Latency: 25.41ms
Token 241: ' and' | Latency: 24.89ms
Token 242: ' `' | Latency: 24.89ms
Token 243: 'delete' | Latency: 24.81ms
Token 244: '`.' | Latency: 25.50ms
Token 245: ' This' | Latency: 25.18ms
Token 246: ' gives' | Latency: 25.11ms
Token 247: ' you' | Latency: 25.14ms
Token 248: ' more' | Latency: 25.18ms
Token 249: ' control' | Latency: 25.69ms
Token 250: ' but' | Latency: 25.22ms
Token 251: ' also' | Latency: 25.44ms
Token 252: ' increases' | Latency: 24.80ms
Token 253: ' the' | Latency: 28.02ms
Token 254: ' risk' | Latency: 25.58ms
Token 255: ' of' | Latency: 25.03ms
Token 256: ' errors' | Latency: 25.40ms
Token 257: ' such' | Latency: 25.27ms
Token 258: ' as' | Latency: 27.69ms
Token 259: ' memory' | Latency: 26.81ms
Token 260: ' leaks' | Latency: 25.10ms
Token 261: '.

' | Latency: 25.13ms
Token 262: '###' | Latency: 25.39ms
Token 263: ' ' | Latency: 25.22ms
Token 264: '4' | Latency: 25.22ms
Token 265: '.' | Latency: 25.34ms
Token 266: ' **' | Latency: 25.26ms
Token 267: 'Use' | Latency: 25.44ms
Token 268: ' Cases' | Latency: 25.32ms
Token 269: '**
' | Latency: 25.16ms
Token 270: '  ' | Latency: 25.20ms
Token 271: ' -' | Latency: 25.27ms
Token 272: ' **' | Latency: 27.04ms
Token 273: 'Python' | Latency: 25.09ms
Token 274: '**:' | Latency: 24.82ms
Token 275: ' Wid' | Latency: 25.07ms
Token 276: 'ely' | Latency: 24.85ms
Token 277: ' used' | Latency: 24.94ms
Token 278: ' in' | Latency: 24.94ms
Token 279: ' web' | Latency: 25.05ms
Token 280: ' development' | Latency: 25.08ms
Token 281: ',' | Latency: 25.76ms
Token 282: ' data' | Latency: 25.29ms
Token 283: ' analysis' | Latency: 24.77ms
Token 284: ',' | Latency: 27.93ms
Token 285: ' artificial' | Latency: 27.26ms
Token 286: ' intelligence' | Latency: 26.47ms
Token 287: ',' | Latency: 25.09ms
Token 288: ' machine' | Latency: 26.43ms
Token 289: ' learning' | Latency: 24.57ms
Token 290: ',' | Latency: 25.29ms
Token 291: ' scientific' | Latency: 25.25ms
Token 292: ' computing' | Latency: 28.52ms
Token 293: ',' | Latency: 25.01ms
Token 294: ' and' | Latency: 26.60ms
Token 295: ' automation' | Latency: 26.82ms
Token 296: '.
' | Latency: 24.94ms
Token 297: '  ' | Latency: 24.81ms
Token 298: ' -' | Latency: 25.10ms
Token 299: ' **' | Latency: 24.82ms
Token 300: 'C' | Latency: 25.14ms
Token 301: '++' | Latency: 25.37ms
Token 302: '**:' | Latency: 25.35ms
Token 303: ' Common' | Latency: 25.10ms
Token 304: 'ly' | Latency: 27.22ms
Token 305: ' used' | Latency: 27.03ms
Token 306: ' for' | Latency: 24.85ms
Token 307: ' systems' | Latency: 24.79ms
Token 308: ' programming' | Latency: 24.95ms
Token 309: ' (' | Latency: 25.23ms
Token 310: 'like' | Latency: 25.28ms
Token 311: ' operating' | Latency: 24.96ms
Token 312: ' system' | Latency: 27.25ms
Token 313: ' components' | Latency: 25.47ms
Token 314: '),' | Latency: 24.98ms
Token 315: ' game' | Latency: 25.10ms
Token 316: ' development' | Latency: 25.67ms
Token 317: ',' | Latency: 26.80ms
Token 318: ' embedded' | Latency: 27.39ms
Token 319: ' firmware' | Latency: 25.12ms
Token 320: ',' | Latency: 24.94ms
Token 321: ' high' | Latency: 26.63ms
Token 322: '-performance' | Latency: 25.45ms
Token 323: ' server' | Latency: 24.92ms
Token 324: ' applications' | Latency: 27.34ms
Token 325: ',' | Latency: 25.00ms
Token 326: ' and' | Latency: 24.84ms
Token 327: ' real' | Latency: 27.02ms
Token 328: '-time' | Latency: 25.44ms
Token 329: ' simulations' | Latency: 25.18ms
Token 330: '.

' | Latency: 25.57ms
Token 331: '###' | Latency: 27.08ms
Token 332: ' ' | Latency: 25.19ms
Token 333: '5' | Latency: 25.11ms
Token 334: '.' | Latency: 25.12ms
Token 335: ' **' | Latency: 25.02ms
Token 336: 'Type' | Latency: 25.02ms
Token 337: ' System' | Latency: 25.19ms
Token 338: '**
' | Latency: 24.89ms
Token 339: '  ' | Latency: 27.86ms
Token 340: ' -' | Latency: 27.57ms
Token 341: ' **' | Latency: 27.10ms
Token 342: 'Python' | Latency: 26.75ms
Token 343: '**:' | Latency: 24.97ms
Token 344: ' Dynam' | Latency: 24.91ms
Token 345: 'ically' | Latency: 25.70ms
Token 346: ' typed' | Latency: 24.90ms
Token 347: ';' | Latency: 25.05ms
Token 348: ' variable' | Latency: 25.44ms
Token 349: ' types' | Latency: 24.73ms
Token 350: ' are' | Latency: 25.01ms
Token 351: ' checked' | Latency: 25.10ms
Token 352: ' at' | Latency: 25.55ms
Token 353: ' runtime' | Latency: 25.59ms
Token 354: ' rather' | Latency: 25.13ms
Token 355: ' than' | Latency: 25.39ms
Token 356: ' compile' | Latency: 25.02ms
Token 357: ' time' | Latency: 25.18ms
Token 358: '.
' | Latency: 25.04ms
Token 359: '  ' | Latency: 25.23ms
Token 360: ' -' | Latency: 25.02ms
Token 361: ' **' | Latency: 25.02ms
Token 362: 'C' | Latency: 24.95ms
Token 363: '++' | Latency: 25.42ms
Token 364: '**:' | Latency: 24.93ms
Token 365: ' St' | Latency: 25.12ms
Token 366: 'atically' | Latency: 25.33ms
Token 367: ' typed' | Latency: 25.88ms
Token 368: ';' | Latency: 25.14ms
Token 369: ' variables' | Latency: 25.05ms
Token 370: ' must' | Latency: 28.15ms
Token 371: ' be' | Latency: 25.29ms
Token 372: ' declared' | Latency: 27.45ms
Token 373: ' with' | Latency: 25.01ms
Token 374: ' a' | Latency: 24.91ms
Token 375: ' type' | Latency: 24.97ms
Token 376: ' before' | Latency: 25.05ms
Token 377: ' they' | Latency: 25.47ms
Token 378: ' can' | Latency: 25.04ms
Token 379: ' be' | Latency: 25.25ms
Token 380: ' used' | Latency: 25.26ms
Token 381: ',' | Latency: 25.83ms
Token 382: ' which' | Latency: 25.30ms
Token 383: ' helps' | Latency: 25.37ms
Token 384: ' catch' | Latency: 25.30ms
Token 385: ' errors' | Latency: 25.15ms
Token 386: ' during' | Latency: 25.06ms
Token 387: ' compilation' | Latency: 25.09ms
Token 388: '.

' | Latency: 25.10ms
Token 389: '###' | Latency: 25.10ms
Token 390: ' ' | Latency: 25.13ms
Token 391: '6' | Latency: 25.15ms
Token 392: '.' | Latency: 25.11ms
Token 393: ' **' | Latency: 25.10ms
Token 394: 'Syntax' | Latency: 25.12ms
Token 395: ' and' | Latency: 28.31ms
Token 396: ' Con' | Latency: 26.23ms
Token 397: 'ventions' | Latency: 27.07ms
Token 398: '**
' | Latency: 24.97ms
Token 399: '  ' | Latency: 26.71ms
Token 400: ' -' | Latency: 25.30ms
Token 401: ' **' | Latency: 25.11ms
Token 402: 'Python' | Latency: 25.14ms
Token 403: '**:' | Latency: 24.69ms
Token 404: ' Has' | Latency: 25.01ms
Token 405: ' very' | Latency: 25.16ms
Token 406: ' clean' | Latency: 25.25ms
Token 407: ' and' | Latency: 25.30ms
Token 408: ' readable' | Latency: 25.61ms
Token 409: ' syntax' | Latency: 25.12ms
Token 410: ',' | Latency: 25.75ms
Token 411: ' often' | Latency: 25.79ms
Token 412: ' using' | Latency: 28.18ms
Token 413: ' fewer' | Latency: 25.11ms
Token 414: ' lines' | Latency: 24.97ms
Token 415: ' of' | Latency: 25.32ms
Token 416: ' code' | Latency: 25.32ms
Token 417: ' for' | Latency: 25.36ms
Token 418: ' the' | Latency: 25.31ms
Token 419: ' same' | Latency: 27.38ms
Token 420: ' task' | Latency: 25.17ms
Token 421: ' compared' | Latency: 27.47ms
Token 422: ' to' | Latency: 25.06ms
Token 423: ' C' | Latency: 26.62ms
Token 424: '++.' | Latency: 25.01ms
Token 425: ' The' | Latency: 27.19ms
Token 426: ' use' | Latency: 25.26ms
Token 427: ' of' | Latency: 24.89ms
Token 428: ' whitespace' | Latency: 25.21ms
Token 429: ' is' | Latency: 25.03ms
Token 430: ' significant' | Latency: 25.53ms
Token 431: ' in' | Latency: 25.50ms
Token 432: ' Python' | Latency: 25.36ms
Token 433: '.
' | Latency: 27.73ms
Token 434: '  ' | Latency: 25.18ms
Token 435: ' -' | Latency: 25.30ms
Token 436: ' **' | Latency: 26.77ms
Token 437: 'C' | Latency: 28.02ms
Token 438: '++' | Latency: 25.78ms
Token 439: '**:' | Latency: 26.28ms
Token 440: ' Syntax' | Latency: 25.17ms
Token 441: ' more' | Latency: 25.34ms
Token 442: ' complex' | Latency: 25.30ms
Token 443: ',' | Latency: 25.41ms
Token 444: ' with' | Latency: 26.87ms
Token 445: ' sem' | Latency: 25.15ms
Token 446: 'icol' | Latency: 27.46ms
Token 447: 'ons' | Latency: 27.29ms
Token 448: ' required' | Latency: 25.03ms
Token 449: ' at' | Latency: 25.01ms
Token 450: ' the' | Latency: 25.11ms
Token 451: ' end' | Latency: 27.50ms
Token 452: ' of' | Latency: 25.34ms
Token 453: ' statements' | Latency: 25.02ms
Token 454: ' and' | Latency: 26.98ms
Token 455: ' braces' | Latency: 25.34ms
Token 456: ' `{' | Latency: 25.14ms
Token 457: '}`' | Latency: 25.37ms
Token 458: ' used' | Latency: 25.26ms
Token 459: ' extensively' | Latency: 27.45ms
Token 460: '.

' | Latency: 27.15ms
Token 461: '###' | Latency: 25.05ms
Token 462: ' ' | Latency: 26.93ms
Token 463: '7' | Latency: 24.82ms
Token 464: '.' | Latency: 24.93ms
Token 465: ' **' | Latency: 24.89ms
Token 466: 'Lib' | Latency: 25.05ms
Token 467: 'raries' | Latency: 25.09ms
Token 468: ' and' | Latency: 25.48ms
Token 469: ' Framework' | Latency: 24.96ms
Token 470: 's' | Latency: 27.73ms
Token 471: '**
' | Latency: 27.05ms
Token 472: '  ' | Latency: 25.21ms
Token 473: ' -' | Latency: 26.73ms
Token 474: ' **' | Latency: 38.41ms
Token 475: 'Python' | Latency: 24.51ms
Token 476: '**:' | Latency: 24.97ms
Token 477: ' Offers' | Latency: 25.13ms
Token 478: ' a' | Latency: 28.57ms
Token 479: ' vast' | Latency: 27.27ms
Token 480: ' ecosystem' | Latency: 25.00ms
Token 481: ' of' | Latency: 25.05ms
Token 482: ' libraries' | Latency: 25.24ms
Token 483: ' (' | Latency: 25.22ms
Token 484: 'like' | Latency: 25.29ms
Token 485: ' Num' | Latency: 25.30ms
Token 486: 'Py' | Latency: 25.37ms
Token 487: ' for' | Latency: 25.30ms
Token 488: ' numerical' | Latency: 25.21ms
Token 489: ' operations' | Latency: 25.24ms
Token 490: ',' | Latency: 25.27ms
Token 491: ' Pand' | Latency: 25.58ms
Token 492: 'as' | Latency: 25.10ms
Token 493: ' for' | Latency: 25.33ms
Token 494: ' data' | Latency: 25.27ms
Token 495: ' manipulation' | Latency: 25.42ms
Token 496: ')' | Latency: 25.28ms
Token 497: ' that' | Latency: 25.22ms
Token 498: ' make' | Latency: 25.21ms
Token 499: ' development' | Latency: 25.25ms
Token 500: ' in' | Latency: 25.21ms
Token 501: ' specific' | Latency: 25.22ms
Token 502: ' fields' | Latency: 25.22ms
Token 503: ' like' | Latency: 25.22ms
Token 504: ' AI' | Latency: 25.27ms
Token 505: ' or' | Latency: 25.30ms
Token 506: ' web' | Latency: 25.37ms
Token 507: ' easier' | Latency: 25.26ms
Token 508: '.
' | Latency: 25.58ms
Token 509: '  ' | Latency: 26.03ms
Token 510: ' -' | Latency: 25.91ms
Token 511: ' **' | Latency: 25.75ms
Token 512: 'C' | Latency: 25.59ms
Token 513: '++' | Latency: 25.52ms
Token 514: '**:' | Latency: 25.55ms
Token 515: ' Also' | Latency: 25.54ms
Token 516: ' has' | Latency: 25.26ms
Token 517: ' extensive' | Latency: 25.22ms
Token 518: ' standard' | Latency: 25.20ms
Token 519: ' library' | Latency: 25.24ms
Token 520: ' support' | Latency: 25.22ms
Token 521: ' (`' | Latency: 25.45ms
Token 522: 'ST' | Latency: 25.43ms
Token 523: 'L' | Latency: 25.45ms
Token 524: '`' | Latency: 25.24ms
Token 525: '),' | Latency: 25.23ms
Token 526: ' but' | Latency: 25.19ms
Token 527: ' the' | Latency: 25.25ms
Token 528: ' ecosystem' | Latency: 25.22ms
Token 529: ' is' | Latency: 25.23ms
Token 530: ' less' | Latency: 25.24ms
Token 531: ' comprehensive' | Latency: 25.30ms
Token 532: ' compared' | Latency: 25.42ms
Token 533: ' to' | Latency: 25.59ms
Token 534: ' Python' | Latency: 25.48ms
Token 535: ',' | Latency: 25.54ms
Token 536: ' especially' | Latency: 25.53ms
Token 537: ' outside' | Latency: 25.63ms
Token 538: ' traditional' | Latency: 25.55ms
Token 539: ' software' | Latency: 25.36ms
Token 540: ' areas' | Latency: 25.29ms
Token 541: '.

' | Latency: 25.30ms
Token 542: '###' | Latency: 25.30ms
Token 543: ' ' | Latency: 25.19ms
Token 544: '8' | Latency: 25.58ms
Token 545: '.' | Latency: 25.56ms
Token 546: ' **' | Latency: 25.52ms
Token 547: 'Concurrency' | Latency: 25.40ms
Token 548: '**
' | Latency: 25.19ms
