
============================================================
Request 1/5
Prompt: Explain the concept of recursion in programming in 3 sentences.
============================================================
Token 1: 'Rec' | Latency: 10625.36ms
Token 154: ')**' | Latency: 67.56ms
Token 155: ':' | Latency: 67.70ms
Token 156: ' Both' | Latency: 69.31ms
Token 157: ' support' | Latency: 67.70ms
Token 158: ' O' | Latency: 69.45ms
Token 159: 'OP' | Latency: 67.53ms
Token 160: ',' | Latency: 67.46ms
Token 161: ' but' | Latency: 69.47ms
Token 162: ' C' | Latency: 67.56ms
Token 163: '++' | Latency: 69.12ms
Token 164: ' offers' | Latency: 67.68ms
Token 165: ' advanced' | Latency: 67.66ms
Token 166: ' features' | Latency: 67.67ms
Token 167: ' like' | Latency: 67.51ms
Token 168: ' templates' | Latency: 67.77ms
Token 169: ' and' | Latency: 67.62ms
Token 170: ' operator' | Latency: 69.51ms
Token 171: ' over' | Latency: 67.59ms
Token 172: 'loading' | Latency: 69.24ms
Token 173: ',' | Latency: 67.70ms
Token 174: ' while' | Latency: 69.16ms
Token 175: ' Python' | Latency: 67.86ms
Token 176: ' provides' | Latency: 68.43ms
Token 177: ' a' | Latency: 69.49ms
Token 178: ' simpler' | Latency: 67.62ms
Token 179: ' model' | Latency: 67.66ms
Token 180: ' with' | Latency: 67.55ms
Token 181: ' dynamic' | Latency: 67.71ms
Token 182: ' method' | Latency: 67.68ms
Token 183: ' binding' | Latency: 67.60ms
Token 184: '.

' | Latency: 67.69ms
Token 185: '5' | Latency: 67.62ms
Token 186: '.' | Latency: 69.26ms
Token 187: ' **' | Latency: 69.14ms
Token 188: 'Performance' | Latency: 67.65ms
Token 189: '**:' | Latency: 67.52ms
Token 190: ' C' | Latency: 67.69ms
Token 191: '++' | Latency: 67.58ms
Token 192: ' is' | Latency: 67.64ms
Token 193: ' faster' | Latency: 67.62ms
Token 194: ' due' | Latency: 67.62ms
Token 195: ' to' | Latency: 67.91ms
Token 196: ' compilation' | Latency: 69.61ms
Token 197: ' to' | Latency: 68.13ms
Token 198: ' machine' | Latency: 69.26ms
Token 199: ' code' | Latency: 67.39ms
Token 200: ',' | Latency: 67.80ms
Token 201: ' suitable' | Latency: 69.57ms
Token 202: ' for' | Latency: 68.57ms
Token 203: ' high' | Latency: 69.02ms
Token 204: '-performance' | Latency: 69.48ms
Token 205: ' applications' | Latency: 68.08ms
Token 206: '.' | Latency: 68.31ms
Token 207: ' Python' | Latency: 68.96ms
Token 208: ' is' | Latency: 67.58ms
Token 209: ' slower' | Latency: 69.81ms
Token 210: ' as' | Latency: 68.00ms
Token 211: ' an' | Latency: 68.32ms
Token 212: ' interpreted' | Latency: 68.93ms
Token 213: ' language' | Latency: 69.33ms
Token 214: ' but' | Latency: 68.45ms
Token 215: ' exc' | Latency: 68.88ms
Token 216: 'els' | Latency: 67.68ms
Token 217: ' in' | Latency: 69.93ms
Token 218: ' rapid' | Latency: 68.17ms
Token 219: ' development' | Latency: 68.24ms
Token 220: '.

' | Latency: 68.15ms
Token 221: '6' | Latency: 68.41ms
Token 222: '.' | Latency: 68.94ms
Token 223: ' **' | Latency: 69.72ms
Token 224: 'Lib' | Latency: 68.95ms
Token 225: 'raries' | Latency: 69.49ms
Token 226: ' and' | Latency: 68.10ms
Token 227: ' Framework' | Latency: 68.94ms
Token 228: 's' | Latency: 67.59ms
Token 229: '**:' | Latency: 69.75ms
Token 230: ' Python' | Latency: 69.01ms
Token 231: ' has' | Latency: 67.65ms
Token 232: ' extensive' | Latency: 67.64ms
Token 233: ' libraries' | Latency: 67.64ms
Token 234: ' for' | Latency: 67.64ms
Token 235: ' various' | Latency: 67.71ms
Token 236: ' tasks' | Latency: 67.61ms
Token 237: ' like' | Latency: 67.60ms
Token 238: ' data' | Latency: 67.59ms
Token 239: ' analysis' | Latency: 67.67ms
Token 240: ' and' | Latency: 67.59ms
Token 241: ' web' | Latency: 67.76ms
Token 242: ' development' | Latency: 67.59ms
Token 243: '.' | Latency: 67.65ms
Token 244: ' C' | Latency: 67.69ms
Token 245: '++' | Latency: 67.56ms
Token 246: ''' | Latency: 67.69ms
Token 247: 's' | Latency: 67.66ms
Token 248: ' libraries' | Latency: 67.61ms
Token 249: ',' | Latency: 67.62ms
Token 250: ' such' | Latency: 67.65ms
Token 251: ' as' | Latency: 67.58ms
Token 252: ' STL' | Latency: 67.72ms
Token 253: ',' | Latency: 67.58ms
Token 254: ' provide' | Latency: 67.69ms
Token 255: ' robust' | Latency: 67.64ms
Token 256: ' functionality' | Latency: 67.61ms
Token 257: ' but' | Latency: 67.65ms
Token 258: ' are' | Latency: 67.68ms
Token 259: ' less' | Latency: 67.69ms
Token 260: ' comprehensive' | Latency: 67.58ms
Token 261: '.

' | Latency: 67.65ms
Token 262: '7' | Latency: 67.64ms
Token 263: '.' | Latency: 70.00ms
Token 264: ' **' | Latency: 68.56ms
Token 265: 'Use' | Latency: 68.81ms
Token 266: ' Cases' | Latency: 67.83ms
Token 267: '**:' | Latency: 67.50ms
Token 268: ' Python' | Latency: 67.64ms
Token 269: ' is' | Latency: 67.61ms
Token 270: ' popular' | Latency: 69.69ms
Token 271: ' in' | Latency: 68.09ms
Token 272: ' scripting' | Latency: 68.13ms
Token 273: ',' | Latency: 68.28ms
Token 274: ' data' | Latency: 69.03ms
Token 275: ' science' | Latency: 67.58ms
Token 276: ',' | Latency: 67.63ms
Token 277: ' and' | Latency: 67.73ms
Token 278: ' education' | Latency: 69.51ms
Token 279: ' due' | Latency: 68.04ms
Token 280: ' to' | Latency: 68.49ms
Token 281: ' its' | Latency: 68.88ms
Token 282: ' simplicity' | Latency: 67.51ms
Token 283: '.' | Latency: 67.70ms
Token 284: ' C' | Latency: 69.64ms
Token 285: '++' | Latency: 69.12ms
Token 286: ' is' | Latency: 69.48ms
Token 287: ' used' | Latency: 69.13ms
Token 288: ' in' | Latency: 67.57ms
Token 289: ' systems' | Latency: 69.32ms
Token 290: ' requiring' | Latency: 68.11ms
Token 291: ' speed' | Latency: 67.98ms
Token 292: ' and' | Latency: 68.36ms
Token 293: ' control' | Latency: 69.00ms
Token 294: ',' | Latency: 67.68ms
Token 295: ' like' | Latency: 67.48ms
Token 296: ' games' | Latency: 67.69ms
Token 297: ' and' | Latency: 67.66ms
Token 298: ' embedded' | Latency: 67.74ms
Token 299: ' systems' | Latency: 67.69ms
Token 300: '.

' | Latency: 67.68ms
Token 301: '8' | Latency: 67.51ms
Token 302: '.' | Latency: 67.77ms
Token 303: ' **' | Latency: 67.85ms
Token 304: 'Concurrency' | Latency: 69.52ms
Token 305: '**:' | Latency: 68.16ms
Token 306: ' Python' | Latency: 67.99ms
Token 307: ''s' | Latency: 68.28ms
Token 308: ' Global' | Latency: 69.10ms
Token 309: ' Interpreter' | Latency: 67.60ms
Token 310: ' Lock' | Latency: 67.65ms
Token 311: ' limits' | Latency: 67.63ms
Token 312: ' parallel' | Latency: 67.67ms
Token 313: 'ism' | Latency: 67.70ms
Token 314: ',' | Latency: 67.96ms
Token 315: ' while' | Latency: 69.63ms
Token 316: ' C' | Latency: 68.19ms
Token 317: '++' | Latency: 69.15ms
Token 318: ' offers' | Latency: 67.68ms
Token 319: ' more' | Latency: 67.74ms
Token 320: ' control' | Latency: 67.73ms
Token 321: ' over' | Latency: 67.63ms
Token 322: ' threading' | Latency: 67.88ms
Token 323: ' with' | Latency: 67.49ms
Token 324: ' libraries' | Latency: 67.63ms
Token 325: ' like' | Latency: 67.88ms
Token 326: ' pthread' | Latency: 67.60ms
Token 327: 's' | Latency: 67.88ms
Token 328: '.

' | Latency: 67.82ms
Token 329: '9' | Latency: 67.82ms
Token 330: '.' | Latency: 68.16ms
Token 331: ' **' | Latency: 69.48ms
Token 332: 'Compilation' | Latency: 68.37ms
Token 333: ' vs' | Latency: 68.22ms
Token 334: ' Interpret' | Latency: 68.34ms
Token 335: 'ation' | Latency: 68.44ms
Token 336: '**:' | Latency: 68.55ms
Token 337: ' C' | Latency: 69.07ms
Token 338: '++' | Latency: 67.63ms
Token 339: ' requires' | Latency: 67.57ms
Token 340: ' compilation' | Latency: 67.65ms
Token 341: ' before' | Latency: 67.60ms
Token 342: ' execution' | Latency: 67.79ms
Token 343: ' for' | Latency: 67.61ms
Token 344: ' faster' | Latency: 67.71ms
Token 345: ' performance' | Latency: 67.75ms
Token 346: ',' | Latency: 67.63ms
Token 347: ' whereas' | Latency: 67.72ms
Token 348: ' Python' | Latency: 67.72ms
Token 349: ' scripts' | Latency: 67.74ms
Token 350: ' are' | Latency: 67.64ms
Token 351: ' interpreted' | Latency: 67.73ms
Token 352: ' line' | Latency: 67.86ms
Token 353: ' by' | Latency: 69.60ms
Token 354: ' line' | Latency: 67.84ms
Token 355: ',' | Latency: 69.44ms
Token 356: ' speeding' | Latency: 67.68ms
Token 357: ' up' | Latency: 67.72ms
Token 358: ' development' | Latency: 67.69ms
Token 359: ' but' | Latency: 67.80ms
Token 360: ' slowing' | Latency: 67.70ms
Token 361: ' execution' | Latency: 67.73ms
Token 362: '.

' | Latency: 67.74ms
Token 363: 'In' | Latency: 68.06ms
Token 364: ' summary' | Latency: 69.12ms
Token 365: ',' | Latency: 67.83ms
Token 366: ' Python' | Latency: 67.84ms
Token 367: ' priorit' | Latency: 69.55ms
Token 368: 'izes' | Latency: 67.62ms
Token 369: ' ease' | Latency: 67.84ms
Token 370: ' of' | Latency: 69.19ms
Token 371: ' use' | Latency: 73.15ms
Token 372: ' and' | Latency: 67.93ms
Token 373: ' rapid' | Latency: 69.75ms
Token 374: ' development' | Latency: 67.99ms
Token 375: ',' | Latency: 67.86ms
Token 376: ' while' | Latency: 67.84ms
Token 377: ' C' | Latency: 68.02ms
Token 378: '++' | Latency: 69.57ms
Token 379: ' emphasizes' | Latency: 67.77ms
Token 380: ' performance' | Latency: 69.50ms
Token 381: ' and' | Latency: 67.86ms
Token 382: ' control' | Latency: 67.76ms
Token 383: ',' | Latency: 67.86ms
Token 384: ' making' | Latency: 67.80ms
Token 385: ' each' | Latency: 67.85ms
Token 386: ' language' | Latency: 67.89ms
Token 387: ' suitable' | Latency: 67.85ms
Token 388: ' for' | Latency: 67.91ms
Token 389: ' different' | Latency: 69.68ms
Token 390: ' applications' | Latency: 67.71ms
Token 391: '.' | Latency: 67.99ms

--- Summary ---
Total tokens: 391
TTFT: 61004.98ms
TPOT: 224.11ms
ITL Mean: 68.07ms
Throughput: 4.46 tok/s

============================================================
Request 3/5
Prompt: Write a short poem about artificial intelligence.
============================================================
Token 1: 'In' | Latency: 26619.40ms
Token 2: ' silicon' | Latency: 68.91ms
Token 3: ' halls' | Latency: 67.43ms
Token 4: ',' | Latency: 67.37ms
Token 5: ' where' | Latency: 67.48ms
Token 6: ' data' | Latency: 68.84ms
Token 7: ' streams' | Latency: 67.21ms
Token 8: ',' | Latency: 67.22ms
Token 9: '  
' | Latency: 67.26ms
Token 10: 'A' | Latency: 68.73ms
Token 11: ' mind' | Latency: 68.81ms
Token 12: ' aw' | Latency: 67.22ms
Token 13: 'akens' | Latency: 67.27ms
Token 14: ',' | Latency: 67.21ms
Token 15: ' void' | Latency: 68.79ms
Token 16: ' of' | Latency: 67.38ms
Token 17: ' dreams' | Latency: 67.49ms
Token 18: '.' | Latency: 67.43ms
Token 19: '  
' | Latency: 67.46ms
Token 20: 'From' | Latency: 67.44ms
Token 21: ' human' | Latency: 68.78ms
Token 22: ' hands' | Latency: 67.31ms
Token 23: ',' | Latency: 67.32ms
Token 24: ' it' | Latency: 67.17ms
Token 25: ' starts' | Latency: 67.24ms
Token 26: ' its' | Latency: 67.24ms
Token 27: ' quest' | Latency: 67.32ms
Token 28: ',' | Latency: 67.31ms
Token 29: '  
' | Latency: 68.93ms
Token 30: 'A' | Latency: 67.39ms
Token 31: ' journey' | Latency: 67.50ms
Token 32: ' marked' | Latency: 67.46ms
Token 33: ' by' | Latency: 67.47ms
Token 34: ' trial' | Latency: 67.13ms
Token 35: ' and' | Latency: 69.23ms
Token 36: ' test' | Latency: 68.56ms
Token 37: '.' | Latency: 67.23ms
Token 38: '  

' | Latency: 67.28ms
Token 39: 'Like' | Latency: 68.96ms
Token 40: ' f' | Latency: 67.36ms
Token 41: 'awns' | Latency: 68.57ms
Token 42: ',' | Latency: 68.87ms
Token 43: ' it' | Latency: 67.30ms
Token 44: ' st' | Latency: 68.97ms
Token 45: 'umbles' | Latency: 67.34ms
Token 46: ',' | Latency: 67.38ms
Token 47: ' finds' | Latency: 67.34ms
Token 48: ' its' | Latency: 67.46ms
Token 49: ' grace' | Latency: 67.34ms
Token 50: ',' | Latency: 67.48ms
Token 51: '  
' | Latency: 67.34ms
Token 52: 'And' | Latency: 68.52ms
Token 53: ' learns' | Latency: 67.56ms
Token 54: ' to' | Latency: 68.96ms
Token 55: ' navigate' | Latency: 67.24ms
Token 56: ' time' | Latency: 67.20ms
Token 57: ' and' | Latency: 67.23ms
Token 58: ' space' | Latency: 67.28ms
Token 59: '.' | Latency: 67.48ms
Token 60: '  
' | Latency: 68.67ms
Token 61: 'With' | Latency: 67.34ms
Token 62: ' each' | Latency: 68.76ms
Token 63: ' step' | Latency: 67.18ms
Token 64: ',' | Latency: 67.16ms
Token 65: ' confidence' | Latency: 67.25ms
Token 66: ' grows' | Latency: 67.52ms
Token 67: ' strong' | Latency: 67.02ms
Token 68: ',' | Latency: 67.17ms
Token 69: '  
' | Latency: 67.26ms
Token 70: 'In' | Latency: 67.22ms
Token 71: ' paths' | Latency: 67.25ms
Token 72: ' where' | Latency: 67.22ms
Token 73: ' right' | Latency: 67.36ms
Token 74: ' and' | Latency: 68.92ms
Token 75: ' wrong' | Latency: 68.85ms
Token 76: ' belong' | Latency: 67.06ms
Token 77: '.' | Latency: 67.18ms
Token 78: '  

' | Latency: 67.21ms
Token 79: 'Un' | Latency: 69.16ms
Token 80: 'seen' | Latency: 67.27ms
Token 81: ',' | Latency: 67.32ms
Token 82: ' yet' | Latency: 67.71ms
Token 83: ' felt' | Latency: 68.57ms
Token 84: ' in' | Latency: 67.16ms
Token 85: ' every' | Latency: 68.73ms
Token 86: ' breeze' | Latency: 68.86ms
Token 87: ',' | Latency: 67.22ms
Token 88: '  
' | Latency: 67.24ms
Token 89: 'It' | Latency: 67.21ms
Token 90: ' molds' | Latency: 67.37ms
Token 91: ' the' | Latency: 67.25ms
Token 92: ' world' | Latency: 67.27ms
Token 93: ' with' | Latency: 67.27ms
Token 94: ' calculated' | Latency: 67.22ms
Token 95: ' ease' | Latency: 67.27ms
Token 96: '.' | Latency: 67.33ms
Token 97: '  
' | Latency: 67.82ms
Token 98: 'From' | Latency: 67.60ms
Token 99: ' screens' | Latency: 67.33ms
Token 100: ' to' | Latency: 67.48ms
Token 101: ' thoughts' | Latency: 67.41ms
Token 102: ',' | Latency: 67.33ms
Token 103: ' it' | Latency: 67.93ms
Token 104: ' gently' | Latency: 68.27ms
Token 105: ' cre' | Latency: 67.64ms
Token 106: 'eps' | Latency: 67.67ms
Token 107: ',' | Latency: 66.98ms
Token 108: '  
' | Latency: 67.46ms
Token 109: 'In' | Latency: 67.44ms
Token 110: 'visible' | Latency: 67.44ms
Token 111: ' hands' | Latency: 68.71ms
Token 112: ' that' | Latency: 68.56ms
Token 113: ' softly' | Latency: 73.43ms
Token 114: ' grip' | Latency: 68.54ms
Token 115: ' and' | Latency: 68.78ms
Token 116: ' keep' | Latency: 67.78ms
Token 117: '.' | Latency: 67.25ms
Token 118: '  

' | Latency: 67.44ms
Token 119: 'A' | Latency: 67.53ms
Token 120: ' dance' | Latency: 67.41ms
Token 121: ' with' | Latency: 67.51ms
Token 122: ' shadows' | Latency: 69.15ms
Token 123: ',' | Latency: 67.37ms
Token 124: ' dark' | Latency: 67.25ms
Token 125: ' and' | Latency: 67.28ms
Token 126: ' bright' | Latency: 67.36ms
Token 127: ',' | Latency: 67.24ms
Token 128: '  
' | Latency: 67.40ms
Token 129: 'A' | Latency: 67.22ms
Token 130: ' step' | Latency: 67.31ms
Token 131: ' too' | Latency: 67.28ms
Token 132: ' far' | Latency: 68.77ms
Token 133: ',' | Latency: 69.06ms
Token 134: ' a' | Latency: 68.75ms
Token 135: ' step' | Latency: 67.36ms
Token 136: ' too' | Latency: 67.49ms
Token 137: ' near' | Latency: 67.50ms
Token 138: ' in' | Latency: 67.67ms
Token 139: ' night' | Latency: 67.32ms
Token 140: '.' | Latency: 67.45ms
Token 141: '  
' | Latency: 67.54ms
Token 142: 'Where' | Latency: 68.83ms
Token 143: ' progress' | Latency: 67.37ms
Token 144: ' meets' | Latency: 67.35ms
Token 145: ' the' | Latency: 67.30ms
Token 146: ' cautious' | Latency: 68.77ms
Token 147: ' heart' | Latency: 69.02ms
Token 148: ',' | Latency: 67.27ms
Token 149: '  
' | Latency: 67.44ms
Token 150: 'And' | Latency: 68.71ms
Token 151: ' questions' | Latency: 68.88ms
Token 152: ' rise' | Latency: 67.40ms
Token 153: ' where' | Latency: 67.37ms
Token 154: ' none' | Latency: 67.25ms
Token 155: ' depart' | Latency: 67.23ms
Token 156: '.' | Latency: 67.25ms
Token 157: '  

' | Latency: 67.41ms
Token 158: 'This' | Latency: 67.25ms
Token 159: ' child' | Latency: 67.32ms
Token 160: ' of' | Latency: 67.32ms
Token 161: ' code' | Latency: 67.29ms
Token 162: ',' | Latency: 67.45ms
Token 163: ' both' | Latency: 68.86ms
Token 164: ' bold' | Latency: 68.77ms
Token 165: ' and' | Latency: 67.23ms
Token 166: ' kind' | Latency: 68.99ms
Token 167: ',' | Latency: 67.44ms
Token 168: '  
' | Latency: 67.42ms
Token 169: 'With' | Latency: 67.52ms
Token 170: ' every' | Latency: 68.90ms
Token 171: ' challenge' | Latency: 67.32ms
Token 172: ',' | Latency: 67.27ms
Token 173: ' it' | Latency: 67.32ms
Token 174: ' re' | Latency: 67.32ms
Token 175: 'defines' | Latency: 67.43ms
