
============================================================
Request 1/5
Prompt: Explain the concept of recursion in programming in 3 sentences.
============================================================
Token 1: 'Rec' | Latency: 415.86ms
Token 93: ' as' | Latency: 66.75ms
Token 94: ' tree' | Latency: 66.70ms
Token 95: ' travers' | Latency: 66.69ms
Token 96: 'als' | Latency: 66.65ms
Token 97: ',' | Latency: 66.70ms
Token 98: ' dynamic' | Latency: 66.64ms
Token 99: ' programming' | Latency: 66.69ms
Token 100: ',' | Latency: 66.75ms
Token 101: ' and' | Latency: 66.63ms
Token 102: ' comb' | Latency: 66.68ms
Token 103: 'inator' | Latency: 66.64ms
Token 104: 'ial' | Latency: 66.71ms
Token 105: ' algorithms' | Latency: 66.67ms
Token 106: ',' | Latency: 66.70ms
Token 107: ' but' | Latency: 66.63ms
Token 108: ' must' | Latency: 66.69ms
Token 109: ' also' | Latency: 66.69ms
Token 110: ' be' | Latency: 66.64ms
Token 111: ' mindful' | Latency: 66.70ms
Token 112: ' of' | Latency: 66.68ms
Token 113: ' potential' | Latency: 66.67ms
Token 114: ' issues' | Latency: 66.69ms
Token 115: ' like' | Latency: 66.68ms
Token 116: ' stack' | Latency: 66.70ms
Token 117: ' overflow' | Latency: 67.32ms
Token 118: ' and' | Latency: 66.12ms
Token 119: ' performance' | Latency: 66.82ms
Token 120: ' optimization' | Latency: 66.55ms
Token 121: '.' | Latency: 66.67ms

--- Summary ---
Total tokens: 121
TTFT: 415.86ms
TPOT: 70.17ms
ITL Mean: 66.71ms
Throughput: 14.25 tok/s

============================================================
Request 2/5
Prompt: What are the main differences between Python and C++?
============================================================
Token 1: 'Python' | Latency: 405.86ms
Token 2: ' and' | Latency: 69.25ms
Token 3: ' C' | Latency: 66.29ms
Token 4: '++' | Latency: 66.91ms
Token 5: ' are' | Latency: 66.78ms
Token 6: ' two' | Latency: 68.69ms
Token 7: ' distinct' | Latency: 66.98ms
Token 8: ' programming' | Latency: 67.25ms
Token 9: ' languages' | Latency: 66.70ms
Token 10: ' with' | Latency: 66.61ms
Token 11: ' different' | Latency: 67.20ms
Token 12: ' origins' | Latency: 67.18ms
Token 13: ',' | Latency: 67.13ms
Token 14: ' syntax' | Latency: 66.73ms
Token 15: ',' | Latency: 67.20ms
Token 16: ' and' | Latency: 67.31ms
Token 17: ' use' | Latency: 67.20ms
Token 18: ' cases' | Latency: 67.15ms
Token 19: '.' | Latency: 66.65ms
Token 20: ' Here' | Latency: 66.60ms
Token 21: ' are' | Latency: 66.75ms
Token 22: ' the' | Latency: 67.09ms
Token 23: ' main' | Latency: 66.59ms
Token 24: ' differences' | Latency: 66.44ms
Token 25: ':

' | Latency: 66.78ms
Token 26: '###' | Latency: 66.45ms
Token 27: ' **' | Latency: 67.32ms
Token 28: 'Syntax' | Latency: 66.48ms
Token 29: '**

' | Latency: 67.32ms
Token 30: '*' | Latency: 66.74ms
Token 31: '  ' | Latency: 66.38ms
Token 32: ' **' | Latency: 66.83ms
Token 33: 'Python' | Latency: 67.17ms
Token 34: '**:' | Latency: 67.09ms
Token 35: ' Simple' | Latency: 66.59ms
Token 36: ',' | Latency: 66.62ms
Token 37: ' concise' | Latency: 66.62ms
Token 38: ',' | Latency: 66.83ms
Token 39: ' and' | Latency: 66.64ms
Token 40: ' readable' | Latency: 66.64ms
Token 41: ' syntax' | Latency: 66.70ms
Token 42: ' with' | Latency: 66.97ms
Token 43: ' a' | Latency: 66.81ms
Token 44: ' focus' | Latency: 66.86ms
Token 45: ' on' | Latency: 66.93ms
Token 46: ' whitespace' | Latency: 66.81ms
Token 47: '.
' | Latency: 66.69ms
Token 48: '*' | Latency: 66.72ms
Token 49: '  ' | Latency: 67.06ms
Token 50: ' **' | Latency: 67.13ms
Token 51: 'C' | Latency: 66.61ms
Token 52: '++' | Latency: 66.62ms
Token 53: '**:' | Latency: 67.01ms
Token 54: ' More' | Latency: 66.68ms
Token 55: ' complex' | Latency: 66.80ms
Token 56: ',' | Latency: 67.20ms
Token 57: ' verbose' | Latency: 66.91ms
Token 58: ',' | Latency: 66.34ms
Token 59: ' and' | Latency: 67.17ms
Token 60: ' error' | Latency: 67.41ms
Token 61: '-pr' | Latency: 66.59ms
Token 62: 'one' | Latency: 66.66ms
Token 63: ' syntax' | Latency: 66.51ms
Token 64: ' due' | Latency: 66.81ms
Token 65: ' to' | Latency: 67.01ms
Token 66: ' its' | Latency: 66.85ms
Token 67: ' low' | Latency: 66.64ms
Token 68: '-level' | Latency: 67.71ms
Token 69: ' memory' | Latency: 66.99ms
Token 70: ' management' | Latency: 67.34ms
Token 71: '.

' | Latency: 66.79ms
Token 72: '###' | Latency: 66.53ms
Token 73: ' **' | Latency: 66.65ms
Token 74: 'Type' | Latency: 66.79ms
Token 75: ' System' | Latency: 67.22ms
Token 76: '**

' | Latency: 66.73ms
Token 77: '*' | Latency: 67.50ms
Token 78: '  ' | Latency: 66.63ms
Token 79: ' **' | Latency: 66.66ms
Token 80: 'Python' | Latency: 66.76ms
Token 81: '**:' | Latency: 67.07ms
Token 82: ' Dynam' | Latency: 66.58ms
Token 83: 'ically' | Latency: 66.64ms
Token 84: ' typed' | Latency: 66.84ms
Token 85: ' language' | Latency: 66.58ms
Token 86: ',' | Latency: 66.68ms
Token 87: ' which' | Latency: 66.72ms
Token 88: ' means' | Latency: 66.54ms
Token 89: ' you' | Latency: 67.40ms
Token 90: ' don' | Latency: 66.86ms
Token 91: ''t' | Latency: 67.11ms
Token 92: ' need' | Latency: 66.61ms
Token 93: ' to' | Latency: 66.58ms
Token 94: ' declare' | Latency: 66.64ms
Token 95: ' the' | Latency: 66.70ms
Token 96: ' data' | Latency: 66.67ms
Token 97: ' type' | Latency: 66.68ms
Token 98: ' of' | Latency: 66.72ms
Token 99: ' a' | Latency: 66.55ms
Token 100: ' variable' | Latency: 66.66ms
Token 101: ' before' | Latency: 66.78ms
Token 102: ' using' | Latency: 67.11ms
Token 103: ' it' | Latency: 66.71ms
Token 104: '.' | Latency: 66.69ms
Token 105: ' Python' | Latency: 66.88ms
Token 106: ' automatically' | Latency: 66.88ms
Token 107: ' inf' | Latency: 67.13ms
Token 108: 'ers' | Latency: 66.99ms
Token 109: ' the' | Latency: 66.67ms
Token 110: ' type' | Latency: 67.25ms
Token 111: ' based' | Latency: 67.23ms
Token 112: ' on' | Latency: 66.66ms
Token 113: ' the' | Latency: 67.28ms
Token 114: ' assigned' | Latency: 66.77ms
Token 115: ' value' | Latency: 66.76ms
Token 116: '.
' | Latency: 66.85ms
Token 117: '*' | Latency: 66.59ms
Token 118: '  ' | Latency: 66.70ms
Token 119: ' **' | Latency: 66.64ms
Token 120: 'C' | Latency: 66.69ms
Token 121: '++' | Latency: 66.65ms
Token 122: '**:' | Latency: 66.69ms
Token 123: ' St' | Latency: 66.68ms
Token 124: 'atically' | Latency: 66.79ms
Token 125: ' typed' | Latency: 67.24ms
Token 126: ' language' | Latency: 66.65ms
Token 127: ',' | Latency: 67.11ms
Token 128: ' requiring' | Latency: 66.82ms
Token 129: ' explicit' | Latency: 66.69ms
Token 130: ' type' | Latency: 66.68ms
Token 131: ' declarations' | Latency: 66.53ms
Token 132: ' for' | Latency: 66.91ms
Token 133: ' variables' | Latency: 66.72ms
Token 134: '.

' | Latency: 66.73ms
Token 135: '###' | Latency: 66.50ms
Token 136: ' **' | Latency: 66.70ms
Token 137: 'Memory' | Latency: 66.86ms
Token 138: ' Management' | Latency: 66.72ms
Token 139: '**

' | Latency: 66.66ms
Token 140: '*' | Latency: 66.76ms
Token 141: '  ' | Latency: 66.90ms
Token 142: ' **' | Latency: 66.51ms
Token 143: 'Python' | Latency: 66.38ms
Token 144: '**:' | Latency: 66.80ms
Token 145: ' Automatic' | Latency: 66.71ms
Token 146: ' memory' | Latency: 66.62ms
Token 147: ' management' | Latency: 66.71ms
Token 148: ' through' | Latency: 66.56ms
Token 149: ' its' | Latency: 66.77ms
Token 150: ' garbage' | Latency: 66.92ms
Token 151: ' collector' | Latency: 66.48ms
Token 152: ',' | Latency: 67.87ms
Token 153: ' eliminating' | Latency: 67.03ms
Token 154: ' the' | Latency: 66.62ms
Token 155: ' need' | Latency: 66.72ms
Token 156: ' for' | Latency: 66.63ms
Token 157: ' manual' | Latency: 66.68ms
Token 158: ' memory' | Latency: 67.30ms
Token 159: ' allocation' | Latency: 66.64ms
Token 160: ' and' | Latency: 67.31ms
Token 161: ' deal' | Latency: 66.63ms
Token 162: 'location' | Latency: 67.53ms
Token 163: '.
' | Latency: 66.44ms
Token 164: '*' | Latency: 66.66ms
Token 165: '  ' | Latency: 66.82ms
Token 166: ' **' | Latency: 66.49ms
Token 167: 'C' | Latency: 66.73ms
Token 168: '++' | Latency: 66.61ms
Token 169: '**:' | Latency: 66.70ms
Token 170: ' Manual' | Latency: 66.73ms
Token 171: ' memory' | Latency: 66.57ms
Token 172: ' management' | Latency: 66.60ms
Token 173: ' using' | Latency: 66.63ms
Token 174: ' pointers' | Latency: 67.31ms
Token 175: ',' | Latency: 66.65ms
Token 176: ' which' | Latency: 67.34ms
Token 177: ' can' | Latency: 66.63ms
Token 178: ' be' | Latency: 67.30ms
Token 179: ' error' | Latency: 66.91ms
Token 180: '-pr' | Latency: 66.90ms
Token 181: 'one' | Latency: 66.74ms
Token 182: ' but' | Latency: 66.56ms
Token 183: ' provides' | Latency: 67.47ms
Token 184: ' more' | Latency: 66.82ms
Token 185: ' control' | Latency: 67.05ms
Token 186: ' over' | Latency: 67.24ms
Token 187: ' performance' | Latency: 67.24ms
Token 188: ' and' | Latency: 66.62ms
Token 189: ' resources' | Latency: 66.64ms
Token 190: '.

' | Latency: 66.68ms
Token 191: '###' | Latency: 66.66ms
Token 192: ' **' | Latency: 66.68ms
Token 193: 'Object' | Latency: 66.69ms
Token 194: '-O' | Latency: 66.65ms
Token 195: 'rient' | Latency: 66.65ms
Token 196: 'ed' | Latency: 66.66ms
Token 197: ' Programming' | Latency: 66.69ms
Token 198: ' (' | Latency: 66.66ms
Token 199: 'O' | Latency: 66.67ms
Token 200: 'OP' | Latency: 66.66ms
Token 201: ')**' | Latency: 66.66ms
Token 202: '

' | Latency: 67.10ms
Token 203: '*' | Latency: 66.36ms
Token 204: '  ' | Latency: 66.56ms
Token 205: ' **' | Latency: 66.69ms
Token 206: 'Python' | Latency: 66.66ms
Token 207: '**:' | Latency: 66.70ms
Token 208: ' Supports' | Latency: 66.63ms
Token 209: ' O' | Latency: 66.68ms
Token 210: 'OP' | Latency: 66.67ms
Token 211: ' concepts' | Latency: 66.69ms
Token 212: ' like' | Latency: 66.73ms
Token 213: ' classes' | Latency: 66.69ms
Token 214: ',' | Latency: 66.70ms
Token 215: ' objects' | Latency: 66.75ms
Token 216: ',' | Latency: 66.98ms
Token 217: ' inheritance' | Latency: 66.39ms
Token 218: ',' | Latency: 66.76ms
Token 219: ' polym' | Latency: 66.59ms
Token 220: 'orphism' | Latency: 66.74ms
Token 221: ',' | Latency: 66.70ms
Token 222: ' and' | Latency: 66.69ms
Token 223: ' encaps' | Latency: 67.03ms
Token 224: 'ulation' | Latency: 66.40ms
Token 225: '.' | Latency: 66.69ms
Token 226: ' However' | Latency: 66.47ms
Token 227: ',' | Latency: 66.67ms
Token 228: ' it' | Latency: 66.72ms
Token 229: ''s' | Latency: 66.70ms
Token 230: ' not' | Latency: 66.63ms
Token 231: ' as' | Latency: 66.68ms
Token 232: ' strict' | Latency: 66.68ms
Token 233: ' or' | Latency: 66.70ms
Token 234: ' complex' | Latency: 66.67ms
Token 235: ' as' | Latency: 66.90ms
Token 236: ' C' | Latency: 66.59ms
Token 237: '++' | Latency: 71.58ms
Token 238: '.
' | Latency: 66.69ms
Token 239: '*' | Latency: 67.02ms
Token 240: '  ' | Latency: 67.03ms
Token 241: ' **' | Latency: 67.04ms
Token 242: 'C' | Latency: 67.04ms
Token 243: '++' | Latency: 67.21ms
Token 244: '**:' | Latency: 66.88ms
Token 245: ' Strong' | Latency: 67.91ms
Token 246: 'ly' | Latency: 66.99ms
Token 247: ' emphasizes' | Latency: 67.45ms
Token 248: ' O' | Latency: 67.57ms
Token 249: 'OP' | Latency: 67.04ms
Token 250: ' principles' | Latency: 67.05ms
Token 251: ' with' | Latency: 66.91ms
Token 252: ' a' | Latency: 67.66ms
Token 253: ' focus' | Latency: 67.03ms
Token 254: ' on' | Latency: 67.07ms
Token 255: ' performance' | Latency: 67.15ms
Token 256: ',' | Latency: 66.89ms
Token 257: ' efficiency' | Latency: 67.09ms
Token 258: ',' | Latency: 66.96ms
Token 259: ' and' | Latency: 68.03ms
Token 260: ' flexibility' | Latency: 66.96ms
Token 261: '.

' | Latency: 67.47ms
Token 262: '###' | Latency: 67.00ms
Token 263: ' **' | Latency: 66.90ms
Token 264: 'Execution' | Latency: 67.07ms
Token 265: '**

' | Latency: 67.01ms
Token 266: '*' | Latency: 67.00ms
Token 267: '  ' | Latency: 67.13ms
Token 268: ' **' | Latency: 67.14ms
Token 269: 'Python' | Latency: 66.91ms
Token 270: '**:' | Latency: 66.94ms
Token 271: ' Inter' | Latency: 67.14ms
Token 272: 'pre' | Latency: 67.02ms
Token 273: 'ted' | Latency: 66.97ms
Token 274: ' language' | Latency: 67.03ms
Token 275: ',' | Latency: 67.00ms
Token 276: ' where' | Latency: 66.95ms
Token 277: ' the' | Latency: 66.95ms
Token 278: ' code' | Latency: 67.12ms
Token 279: ' is' | Latency: 66.96ms
Token 280: ' executed' | Latency: 67.00ms
Token 281: ' line' | Latency: 67.02ms
Token 282: ' by' | Latency: 67.04ms
Token 283: ' line' | Latency: 67.02ms
Token 284: ' at' | Latency: 67.08ms
Token 285: ' runtime' | Latency: 67.11ms
Token 286: '.
' | Latency: 66.99ms
Token 287: '*' | Latency: 68.10ms
Token 288: '  ' | Latency: 67.72ms
Token 289: ' **' | Latency: 67.33ms
Token 290: 'C' | Latency: 66.72ms
Token 291: '++' | Latency: 67.04ms
Token 292: '**:' | Latency: 67.54ms
Token 293: ' Compiled' | Latency: 66.56ms
Token 294: ' language' | Latency: 67.08ms
Token 295: ',' | Latency: 66.97ms
Token 296: ' which' | Latency: 66.99ms
Token 297: ' means' | Latency: 67.08ms
Token 298: ' the' | Latency: 67.18ms
Token 299: ' code' | Latency: 66.91ms
Token 300: ' is' | Latency: 66.89ms
Token 301: ' converted' | Latency: 66.99ms
Token 302: ' to' | Latency: 67.00ms
Token 303: ' machine' | Latency: 67.04ms
Token 304: ' code' | Latency: 67.78ms
Token 305: ' beforehand' | Latency: 67.51ms
Token 306: ',' | Latency: 67.72ms
Token 307: ' resulting' | Latency: 67.05ms
Token 308: ' in' | Latency: 67.47ms
Token 309: ' faster' | Latency: 66.97ms
Token 310: ' execution' | Latency: 67.06ms
Token 311: ' times' | Latency: 67.12ms
Token 312: '.

' | Latency: 67.00ms
Token 313: '###' | Latency: 67.02ms
Token 314: ' **' | Latency: 67.09ms
Token 315: 'Use' | Latency: 66.95ms
Token 316: ' Cases' | Latency: 67.06ms
Token 317: '**

' | Latency: 67.07ms
Token 318: '*' | Latency: 67.00ms
Token 319: '  ' | Latency: 67.03ms
Token 320: ' **' | Latency: 67.00ms
Token 321: 'Python' | Latency: 66.98ms
Token 322: '**' | Latency: 67.20ms
Token 323: ':
' | Latency: 66.81ms
Token 324: '   ' | Latency: 67.75ms
Token 325: ' *' | Latency: 67.79ms
Token 326: '  ' | Latency: 66.84ms
Token 327: ' Web' | Latency: 66.96ms
Token 328: ' development' | Latency: 66.90ms
Token 329: ' (' | Latency: 67.06ms
Token 330: 'e' | Latency: 66.99ms
Token 331: '.g' | Latency: 67.15ms
Token 332: '.,' | Latency: 66.94ms
Token 333: ' Django' | Latency: 67.67ms
Token 334: ',' | Latency: 67.01ms
Token 335: ' Flask' | Latency: 67.03ms
Token 336: ')
' | Latency: 67.04ms
Token 337: '   ' | Latency: 67.00ms
Token 338: ' *' | Latency: 66.99ms
Token 339: '  ' | Latency: 67.05ms
Token 340: ' Data' | Latency: 66.92ms
Token 341: ' analysis' | Latency: 66.98ms
Token 342: ' and' | Latency: 67.64ms
Token 343: ' science' | Latency: 67.89ms
Token 344: ' (' | Latency: 66.81ms
Token 345: 'e' | Latency: 67.97ms
Token 346: '.g' | Latency: 67.02ms
Token 347: '.,' | Latency: 67.15ms
Token 348: ' Num' | Latency: 67.56ms
Token 349: 'Py' | Latency: 67.03ms
Token 350: ',' | Latency: 67.42ms
Token 351: ' pandas' | Latency: 66.80ms
Token 352: ',' | Latency: 66.85ms
Token 353: ' sc' | Latency: 67.06ms
Token 354: 'ikit' | Latency: 67.14ms
Token 355: '-' | Latency: 66.92ms
Token 356: 'learn' | Latency: 66.97ms
Token 357: ')
' | Latency: 67.58ms
Token 358: '   ' | Latency: 67.65ms
Token 359: ' *' | Latency: 67.08ms
Token 360: '  ' | Latency: 66.88ms
Token 361: ' Machine' | Latency: 67.19ms
Token 362: ' learning' | Latency: 66.90ms
Token 363: ' and' | Latency: 67.71ms
Token 364: ' AI' | Latency: 67.06ms
Token 365: '
' | Latency: 67.70ms
Token 366: '   ' | Latency: 66.99ms
Token 367: ' *' | Latency: 67.00ms
Token 368: '  ' | Latency: 66.88ms
Token 369: ' Automation' | Latency: 67.00ms
Token 370: ' and' | Latency: 67.01ms
Token 371: ' scripting' | Latency: 66.98ms
Token 372: '
' | Latency: 66.97ms
Token 373: '   ' | Latency: 67.02ms
Token 374: ' *' | Latency: 67.55ms
Token 375: '  ' | Latency: 66.50ms
Token 376: ' Education' | Latency: 67.68ms
Token 377: ' and' | Latency: 67.08ms
Token 378: ' research' | Latency: 67.42ms
Token 379: '
' | Latency: 67.60ms
Token 380: '*' | Latency: 67.13ms
Token 381: '  ' | Latency: 66.87ms
Token 382: ' **' | Latency: 66.94ms
Token 383: 'C' | Latency: 66.96ms
Token 384: '++' | Latency: 67.02ms
Token 385: '**' | Latency: 67.60ms
Token 386: ':
' | Latency: 67.03ms
Token 387: '   ' | Latency: 66.80ms
Token 388: ' *' | Latency: 67.49ms
Token 389: '  ' | Latency: 67.58ms
Token 390: ' Operating' | Latency: 67.11ms
Token 391: ' systems' | Latency: 66.99ms
Token 392: ' and' | Latency: 67.01ms
Token 393: ' embedded' | Latency: 66.96ms
Token 394: ' systems' | Latency: 66.94ms
Token 395: '
' | Latency: 66.96ms
Token 396: '   ' | Latency: 66.99ms
Token 397: ' *' | Latency: 67.09ms
Token 398: '  ' | Latency: 66.75ms
Token 399: ' Games' | Latency: 67.01ms
Token 400: ' development' | Latency: 66.96ms
Token 401: '
' | Latency: 67.39ms
Token 402: '   ' | Latency: 66.68ms
Token 403: ' *' | Latency: 66.98ms
Token 404: '  ' | Latency: 66.87ms
Token 405: ' High' | Latency: 67.00ms
Token 406: '-performance' | Latency: 67.01ms
Token 407: ' applications' | Latency: 67.31ms
Token 408: ' (' | Latency: 66.73ms
Token 409: 'e' | Latency: 66.86ms
Token 410: '.g' | Latency: 66.99ms
Token 411: '.,' | Latency: 66.96ms
Token 412: ' scientific' | Latency: 66.98ms
Token 413: ' simulations' | Latency: 66.98ms
Token 414: ',' | Latency: 67.90ms
Token 415: ' financial' | Latency: 67.50ms
Token 416: ' modeling' | Latency: 66.96ms
Token 417: ')
' | Latency: 66.98ms
Token 418: '   ' | Latency: 66.87ms
Token 419: ' *' | Latency: 66.98ms
Token 420: '  ' | Latency: 66.97ms
Token 421: ' System' | Latency: 67.03ms
Token 422: ' programming' | Latency: 66.97ms
Token 423: ' and' | Latency: 67.63ms
Token 424: ' low' | Latency: 67.66ms
Token 425: '-level' | Latency: 67.13ms
Token 426: ' system' | Latency: 66.91ms
Token 427: ' software' | Latency: 67.00ms
Token 428: '

' | Latency: 66.99ms
Token 429: '###' | Latency: 66.86ms
Token 430: ' **' | Latency: 66.96ms
Token 431: 'Lib' | Latency: 67.01ms
Token 432: 'raries' | Latency: 66.97ms
Token 433: ' and' | Latency: 67.03ms
Token 434: ' Framework' | Latency: 67.36ms
Token 435: 's' | Latency: 66.80ms
Token 436: '**

' | Latency: 67.14ms
Token 437: '*' | Latency: 66.83ms
Token 438: '  ' | Latency: 66.86ms
Token 439: ' **' | Latency: 66.99ms
Token 440: 'Python' | Latency: 67.03ms
Token 441: '**:' | Latency: 67.38ms
Token 442: ' Ext' | Latency: 66.79ms
Token 443: 'ensive' | Latency: 67.68ms
Token 444: ' libraries' | Latency: 66.96ms
Token 445: ' like' | Latency: 67.79ms
Token 446: ' Num' | Latency: 66.89ms
Token 447: 'Py' | Latency: 66.98ms
Token 448: ',' | Latency: 67.08ms
Token 449: ' pandas' | Latency: 66.97ms
Token 450: ',' | Latency: 66.99ms
Token 451: ' sc' | Latency: 67.03ms
Token 452: 'ikit' | Latency: 67.01ms
Token 453: '-' | Latency: 67.05ms
Token 454: 'learn' | Latency: 67.05ms
Token 455: ',' | Latency: 67.02ms
Token 456: ' TensorFlow' | Latency: 67.05ms
Token 457: ',' | Latency: 67.06ms
Token 458: ' K' | Latency: 67.02ms
Token 459: 'eras' | Latency: 67.05ms
Token 460: ',' | Latency: 67.04ms
Token 461: ' and' | Latency: 67.01ms
Token 462: ' Django' | Latency: 67.03ms
Token 463: '.
' | Latency: 67.10ms
Token 464: '*' | Latency: 67.08ms
Token 465: '  ' | Latency: 67.56ms
Token 466: ' **' | Latency: 66.69ms
Token 467: 'C' | Latency: 66.87ms
Token 468: '++' | Latency: 67.01ms
Token 469: '**:' | Latency: 67.05ms
Token 470: ' Standard' | Latency: 67.07ms
Token 471: ' Template' | Latency: 67.97ms
Token 472: ' Library' | Latency: 67.66ms
Token 473: ' (' | Latency: 66.90ms
Token 474: 'ST' | Latency: 67.06ms
Token 475: 'L' | Latency: 66.99ms
Token 476: '),' | Latency: 67.12ms
Token 477: ' Boost' | Latency: 66.95ms
Token 478: ',' | Latency: 67.00ms
Token 479: ' Qt' | Latency: 67.05ms
Token 480: ',' | Latency: 67.06ms
Token 481: ' Open' | Latency: 67.02ms
Token 482: 'CV' | Latency: 68.16ms
Token 483: ',' | Latency: 67.62ms
Token 484: ' and' | Latency: 67.59ms
Token 485: ' various' | Latency: 66.94ms
Token 486: ' game' | Latency: 67.09ms
Token 487: ' engines' | Latency: 66.99ms
Token 488: ' like' | Latency: 67.06ms
Token 489: ' Unreal' | Latency: 67.04ms
Token 490: ' Engine' | Latency: 67.30ms
Token 491: '.

' | Latency: 66.82ms
Token 492: 'Ultimately' | Latency: 67.07ms
Token 493: ',' | Latency: 71.30ms
Token 494: ' the' | Latency: 67.14ms
Token 495: ' choice' | Latency: 67.24ms
Token 496: ' between' | Latency: 66.96ms
Token 497: ' Python' | Latency: 68.00ms
Token 498: ' and' | Latency: 67.11ms
Token 499: ' C' | Latency: 67.49ms
Token 500: '++' | Latency: 67.45ms
Token 501: ' depends' | Latency: 67.08ms
Token 502: ' on' | Latency: 67.20ms
Token 503: ' your' | Latency: 67.09ms
Token 504: ' project' | Latency: 67.17ms
Token 505: ' requirements' | Latency: 67.09ms
Token 506: ',' | Latency: 67.14ms
Token 507: ' personal' | Latency: 67.11ms
Token 508: ' preferences' | Latency: 67.17ms
Token 509: ',' | Latency: 67.09ms
Token 510: ' and' | Latency: 67.15ms
Token 511: ' performance' | Latency: 67.09ms
Token 512: ' constraints' | Latency: 67.22ms
Token 513: '.' | Latency: 67.07ms
Token 514: ' Python' | Latency: 67.17ms
Token 515: ' is' | Latency: 67.13ms
Token 516: ' often' | Latency: 67.11ms
Token 517: ' preferred' | Latency: 67.14ms
Token 518: ' for' | Latency: 67.16ms
Token 519: ' rapid' | Latency: 67.14ms
Token 520: ' prot' | Latency: 67.11ms
Token 521: 'otyping' | Latency: 67.20ms
Token 522: ',' | Latency: 67.13ms
